H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202504,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250401B01,募集量（TSO別）[MW],218,608,1352,316,134,709,334,148,415,4234
20250401B01,応札量合計（電源属地別）[MW],234.79,720,845.933,0,134,967.857,547.664,138,226.14,3814.384
20250401B01,落札量合計（電源属地別）[MW],138,720,845.933,0,134,628.602,414.155,127,226.14,3233.83
20250401B01,応札件数（電源属地別）[件],5,4,8,0,1,6,8,5,7,44
20250401B01,落札件数（電源属地別）[件],2,4,8,0,1,6,8,5,7,41
20250401B01,最高落札価格（電源属地別）[円/kW・30分],2.41,1.86,2.58,0,0.35,9.51,2.52,7.89,19.51,19.51
20250401B01,最低落札価格（電源属地別）[円/kW・30分],1.06,1.35,0.36,0,0.35,0.36,0.36,0.36,0.36,0.35
20250401B01,平均落札価格（電源属地別）[円/kW・30分],1.83,1.63,1.15,0,0.35,4.03,1.66,1.81,0.86,1.88
20250401B01,最高落札価格（TSO別）[円/kW・30分],2.41,1.86,2.58,0,0.35,9.51,2.52,7.89,19.51,19.51
20250401B01,最低落札価格（TSO別）[円/kW・30分],1.06,1.35,0.36,0,0.35,0.35,0.36,0.36,0.36,0.35
20250401B01,平均落札価格（TSO別）[円/kW・30分],1.75,1.61,1.15,0,0.35,3.9,1.55,2.42,1.23,1.88
20250401B01,落札量合計（TSO別）[MW],281,577,845.933,0,130,627.757,278,138,356.14,3233.83
20250401B01,（内訳）自エリアからの落札量[MW],138,577,845.933,0,130,608.602,278,118,226.14,2921.675
20250401B02,募集量（TSO別）[MW],252,597,1199,320,147,728,364,149,434,4190
20250401B02,応札量合計（電源属地別）[MW],234.79,720,527.338,0,147,921.1,547.664,128,405.14,3631.032
20250401B02,落札量合計（電源属地別）[MW],163,720,527.338,0,147,570.845,437.329,117,300.966,2983.478
20250401B02,応札件数（電源属地別）[件],5,4,7,0,1,5,8,5,8,43
20250401B02,落札件数（電源属地別）[件],2,4,7,0,1,5,8,5,8,40
20250401B02,最高落札価格（電源属地別）[円/kW・30分],2.27,1.62,5.57,0,0.35,6.71,3.14,2.25,19.51,19.51
20250401B02,最低落札価格（電源属地別）[円/kW・30分],1.61,0.99,0.36,0,0.35,0.36,0.36,0.36,0.36,0.35
20250401B02,平均落札価格（電源属地別）[円/kW・30分],1.93,1.38,0.38,0,0.35,4.12,1.97,0.91,1.01,1.74
20250401B02,最高落札価格（TSO別）[円/kW・30分],2.27,1.62,5.57,0,0.35,6.71,3.14,6.71,19.51,19.51
20250401B02,最低落札価格（TSO別）[円/kW・30分],0.99,0.99,0.36,0,0.35,0.36,0.36,0.36,0.36,0.35
20250401B02,平均落札価格（TSO別）[円/kW・30分],1.68,1.38,0.38,0,0.35,3.84,1.81,2.12,1.19,1.74
20250401B02,落札量合計（TSO別）[MW],303,580,527.338,0,147,609,319,128,370.14,2983.478
20250401B02,（内訳）自エリアからの落札量[MW],163,580,527.338,0,147,543.845,319,101,300.966,2682.149
20250401B03,募集量（TSO別）[MW],282,874,1792,574,216,1063,513,284,653,6251
20250401B03,応札量合計（電源属地別）[MW],232.8,720,693.033,0,216,967.857,468.352,210,226.14,3734.182
20250401B03,落札量合計（電源属地別）[MW],184.5,720,693.033,0,216,967.857,408.565,210,226.14,3626.095
20250401B03,応札件数（電源属地別）[件],4,4,8,0,2,6,6,3,7,40
20250401B03,落札件数（電源属地別）[件],3,4,8,0,2,6,6,3,7,39
20250401B03,最高落札価格（電源属地別）[円/kW・30分],19.51,1.61,7.8,0,1.84,9.51,3.58,6.11,19.51,19.51
20250401B03,最低落札価格（電源属地別）[円/kW・30分],2.04,1.09,0.36,0,0.35,0.82,0.54,0.36,0.36,0.35
20250401B03,平均落札価格（電源属地別）[円/kW・30分],2.48,1.44,3.04,0,0.63,3.58,2.68,1.08,1.22,2.43
20250401B03,最高落札価格（TSO別）[円/kW・30分],19.51,1.61,7.8,0,1.84,9.51,7.09,7.09,19.51,19.51
20250401B03,最低落札価格（TSO別）[円/kW・30分],1.53,0.36,0.36,0,0.35,0.82,0.35,0.36,0.36,0.35
20250401B03,平均落札価格（TSO別）[円/kW・30分],2.11,1.24,3.61,0,0.65,3.58,2.38,1.64,1.22,2.43
