H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202410,二次調整力2,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20241001B01,システム約定結果,募集量（TSO別）[MW],63,170,243,0,40,207,76,31,143,973
20241001B01,システム約定結果,応札量合計（電源属地別）[MW],75,230,0,0,102,405.2,204.899,45,333,1395.099
20241001B01,システム約定結果,落札量合計（電源属地別）[MW],75,230,0,0,102,405.2,204.899,45,299,1361.099
20241001B01,システム約定結果,応札件数（電源属地別）[件],2,3,0,0,1,4,6,3,3,22
20241001B01,システム約定結果,落札件数（電源属地別）[件],2,3,0,0,1,4,6,3,3,22
20241001B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],6.33,4.3,0,0,1.09,6.56,1.79,2.39,5.14,6.56
20241001B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.4,0.98,0,0,1.09,0.34,0.34,0.34,1.25,0.34
20241001B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.57,2.43,0,0,1.09,3.52,0.93,1.25,4.72,3.01
20241001B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],6.33,4.3,0,0,1.09,6.56,1.79,6.56,6.56,6.56
20241001B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.4,0.98,0,0,1.09,0.34,0.34,0.34,1.25,0.34
20241001B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.57,2.43,0,0,1.09,3.39,0.93,2.44,4.74,3.01
20241001B01,システム約定結果,落札量合計（TSO別）[MW],75,230,0,0,102,389.2,204.899,58,302,1361.099
20241001B01,システム約定結果,（内訳）自エリアからの落札量[MW],75,230,0,0,102,389.2,204.899,45,299,1345.099
20241001B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20241001B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20241001B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20241001B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20241001B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20241001B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241001B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241001B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241001B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
