H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202505,複合商品,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250501B01,システム約定結果,募集量（TSO別）[MW],208,464,1000,133,94,537,266,110,312,3124
20250501B01,システム約定結果,応札量合計（電源属地別）[MW],348.79,599.176,299.002,0,94,827.95,394.986,59,266.029,2888.933
20250501B01,システム約定結果,落札量合計（電源属地別）[MW],139,599.176,299.002,0,94,438.749,222.101,59,255.029,2106.057
20250501B01,システム約定結果,応札件数（電源属地別）[件],6,4,5,0,1,6,7,2,9,40
20250501B01,システム約定結果,落札件数（電源属地別）[件],3,4,5,0,1,6,6,2,9,36
20250501B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1.61,3.61,0.36,0,1.01,7.73,0.56,1.19,19.51,19.51
20250501B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.32,1.29,0.36,0,1.01,0.36,0.36,0.36,0.36,0.36
20250501B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.44,2.81,0.36,0,1.01,3.26,0.45,0.57,1,1.86
20250501B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],3.61,3.61,0.36,0,1.01,7.73,0.56,5.19,19.51,19.51
20250501B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.32,1.29,0.36,0,0.56,0.36,0.36,0.36,0.36,0.36
20250501B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.11,2.81,0.36,0,0.99,3.12,0.43,1.32,0.98,1.86
20250501B01,システム約定結果,落札量合計（TSO別）[MW],273.5,464.676,299.002,0,85,433.85,183,104,263.029,2106.057
20250501B01,システム約定結果,（内訳）自エリアからの落札量[MW],139,464.676,299.002,0,81.919,421.769,183,59,255.029,1903.395
20250501B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250501B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
