H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202502,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250201B01,募集量（TSO別）[MW],226,587,1434,295,166,760,393,153,490,4504
20250201B01,応札量合計（電源属地別）[MW],412.59,800.67,400.01,0,166,404.8,688.595,139,493.979,3505.644
20250201B01,落札量合計（電源属地別）[MW],296,800.67,400.01,0,166,404.8,658,139,448.979,3313.459
20250201B01,応札件数（電源属地別）[件],5,5,7,0,1,3,10,5,7,43
20250201B01,落札件数（電源属地別）[件],3,5,7,0,1,3,10,5,7,41
20250201B01,最高落札価格（電源属地別）[円/kW・30分],5.84,19,1.43,0,0.74,4.85,1.6,3.11,19.51,19.51
20250201B01,最低落札価格（電源属地別）[円/kW・30分],2.43,1.84,0.34,0,0.74,1.67,0.34,0.34,0.34,0.34
20250201B01,平均落札価格（電源属地別）[円/kW・30分],3.38,3.49,0.65,0,0.74,4.29,0.99,0.76,0.51,2.08
20250201B01,最高落札価格（TSO別）[円/kW・30分],5.84,19,4.66,0,0.74,4.85,1.6,3.11,19.51,19.51
20250201B01,最低落札価格（TSO別）[円/kW・30分],2.43,1.84,0.34,0,0.74,0.34,0.34,0.34,0.34,0.34
20250201B01,平均落札価格（TSO別）[円/kW・30分],3.38,3.11,2.06,0,0.74,2.82,0.9,0.76,0.51,2.08
20250201B01,落札量合計（TSO別）[MW],296,553.87,646.81,0,155,743.8,330,139,448.979,3313.459
20250201B01,（内訳）自エリアからの落札量[MW],296,553.87,400.01,0,155,404.8,330,139,448.979,2727.659
20250201B02,募集量（TSO別）[MW],257,601,1284,298,158,756,353,141,457,4305
20250201B02,応札量合計（電源属地別）[MW],437.29,790,1439.092,0,158,404.8,688.595,134,462.868,4514.645
20250201B02,落札量合計（電源属地別）[MW],293.3,790,955.85,0,158,404.8,603,134,402.868,3741.818
20250201B02,応札件数（電源属地別）[件],5,4,23,0,1,3,10,5,8,59
20250201B02,落札件数（電源属地別）[件],3,4,23,0,1,3,10,5,8,57
20250201B02,最高落札価格（電源属地別）[円/kW・30分],7,4.73,16.6,0,0.98,5.43,1.78,3.91,19.51,19.51
20250201B02,最低落札価格（電源属地別）[円/kW・30分],3.19,1.72,0.33,0,0.98,2.15,0.34,0.34,0.34,0.33
20250201B02,平均落札価格（電源属地別）[円/kW・30分],4.08,3.31,1,0,0.98,4.7,1.04,0.96,0.63,2.09
20250201B02,最高落札価格（TSO別）[円/kW・30分],7,4.73,16.6,0,0.98,5.43,1.78,3.91,19.51,19.51
20250201B02,最低落札価格（TSO別）[円/kW・30分],3.19,1.72,0.33,0,0.98,0.34,0.34,0.34,0.34,0.33
20250201B02,平均落札価格（TSO別）[円/kW・30分],4.08,3.59,1.44,0,0.98,3.07,1.07,0.96,0.63,2.09
20250201B02,落札量合計（TSO別）[MW],293.3,490,1255.85,0,158,726.8,281,134,402.868,3741.818
20250201B02,（内訳）自エリアからの落札量[MW],293.3,490,955.85,0,158,404.8,281,134,402.868,3119.818
20250201B03,募集量（TSO別）[MW],283,912,1841,697,226,1044,471,209,708,6391
20250201B03,応札量合計（電源属地別）[MW],414,980.67,998.83,0,226,554,551.783,171,712.868,4609.151
20250201B03,落札量合計（電源属地別）[MW],325,980.67,998.83,0,226,554,551.783,171,615.868,4423.151
20250201B03,応札件数（電源属地別）[件],3,6,15,0,1,3,7,5,9,49
20250201B03,落札件数（電源属地別）[件],3,6,15,0,1,3,7,5,9,49
20250201B03,最高落札価格（電源属地別）[円/kW・30分],5.82,19,16.6,0,1.2,5.35,2.45,3.16,19.51,19.51
20250201B03,最低落札価格（電源属地別）[円/kW・30分],2.49,1.68,0.33,0,1.2,3.03,0.34,0.34,0.34,0.33
20250201B03,平均落札価格（電源属地別）[円/kW・30分],3.78,3.16,1.1,0,1.2,4.38,1.84,0.69,0.68,2.19
20250201B03,最高落札価格（TSO別）[円/kW・30分],5.82,19,16.6,0,1.2,5.35,2.45,3.16,19.51,19.51
20250201B03,最低落札価格（TSO別）[円/kW・30分],2.49,1.68,0.33,0,1.2,0.34,0.34,0.34,0.34,0.33
20250201B03,平均落札価格（TSO別）[円/kW・30分],3.78,3.16,1.1,0,1.2,3.55,1.74,0.9,0.68,2.19
20250201B03,落札量合計（TSO別）[MW],325,980.67,998.83,0,209,792.148,370,131.635,615.868,4423.151
20250201B03,（内訳）自エリアからの落札量[MW],325,980.67,998.83,0,209,554,370,123,615.868,4176.368
20250201B04,募集量（TSO別）[MW],350,1120,2350,1334,298,1381,677,338,942,8790
20250201B04,応札量合計（電源属地別）[MW],282.29,730.67,2441.148,0,298,554,551.783,295,947.868,6100.759
20250201B04,落札量合計（電源属地別）[MW],282.29,730.67,2441.148,0,298,554,551.783,295,849.868,6002.759
20250201B04,応札件数（電源属地別）[件],4,5,24,0,2,3,7,8,10,63
20250201B04,落札件数（電源属地別）[件],4,5,24,0,2,3,7,8,9,62
20250201B04,最高落札価格（電源属地別）[円/kW・30分],19.5,19,16.6,0,0.34,6.18,1.52,13.52,19.51,19.51
20250201B04,最低落札価格（電源属地別）[円/kW・30分],1.96,1.96,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250201B04,平均落札価格（電源属地別）[円/kW・30分],5.98,3.35,1.23,0,0.34,3.62,1.13,2.13,5.92,2.59
20250201B04,最高落札価格（TSO別）[円/kW・30分],19.5,19,16.6,0,0.34,6.18,1.52,13.52,19.51,19.51
20250201B04,最低落札価格（TSO別）[円/kW・30分],1.96,0.34,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250201B04,平均落札価格（TSO別）[円/kW・30分],5.98,2.66,1.3,0,0.34,3.23,1.11,2.38,5.92,2.59
