H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202503,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250301B01,募集量（TSO別）[MW],224,586,1329,308,158,737,366,151,439,4298
20250301B01,応札量合計（電源属地別）[MW],371.79,730.67,0,0,158,996.659,547.819,138,414.979,3357.917
20250301B01,落札量合計（電源属地別）[MW],255,730.67,0,0,158,640.158,417.842,138,240.979,2580.649
20250301B01,応札件数（電源属地別）[件],5,5,0,0,1,5,7,3,6,32
20250301B01,落札件数（電源属地別）[件],4,5,0,0,1,5,7,3,6,31
20250301B01,最高落札価格（電源属地別）[円/kW・30分],4,2.53,0,0,1.37,5.38,2.39,1.33,19.51,19.51
20250301B01,最低落札価格（電源属地別）[円/kW・30分],2.99,1.26,0,0,1.37,0.34,0.34,0.34,0.41,0.34
20250301B01,平均落札価格（電源属地別）[円/kW・30分],3.15,2.22,0,0,1.37,1.82,1.65,0.56,1.35,1.9
20250301B01,最高落札価格（TSO別）[円/kW・30分],4,2.53,0,0,1.37,5.38,2.39,1.33,19.51,19.51
20250301B01,最低落札価格（TSO別）[円/kW・30分],2.99,1.26,0,0,1.37,0.34,0.34,0.34,0.34,0.34
20250301B01,平均落札価格（TSO別）[円/kW・30分],3.15,2.22,0,0,1.37,1.82,1.6,0.56,1.48,1.9
20250301B01,落札量合計（TSO別）[MW],255,730.67,0,0,148,642,314,138,352.979,2580.649
20250301B01,（内訳）自エリアからの落札量[MW],255,730.67,0,0,148,640.158,314,138,240.979,2466.807
20250301B02,募集量（TSO別）[MW],248,588,1196,315,147,712,361,143,437,4147
20250301B02,応札量合計（電源属地別）[MW],353.99,730.67,76.75,0,147,808.659,547.819,130,153.979,2948.867
20250301B02,落札量合計（電源属地別）[MW],310,730.67,76.75,0,147,699.158,417.842,130,152.979,2664.399
20250301B02,応札件数（電源属地別）[件],4,5,2,0,1,4,7,3,5,31
20250301B02,落札件数（電源属地別）[件],3,5,2,0,1,4,7,3,5,30
20250301B02,最高落札価格（電源属地別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0.34,3.33,1.44,19.51,19.51
20250301B02,最低落札価格（電源属地別）[円/kW・30分],3.01,1.26,0.33,0,1.41,0.34,0.34,0.34,1.08,0.33
20250301B02,平均落札価格（電源属地別）[円/kW・30分],3.57,2.5,0.72,0,1.41,0.34,2.32,0.57,1.84,1.79
20250301B02,最高落札価格（TSO別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0.34,3.33,1.44,19.51,19.51
20250301B02,最低落札価格（TSO別）[円/kW・30分],3.01,1.26,0.33,0,1.41,0.34,0.34,0.34,0.34,0.33
20250301B02,平均落札価格（TSO別）[円/kW・30分],3.57,2.5,0.72,0,1.41,0.34,2.3,0.57,1.62,1.79
20250301B02,落札量合計（TSO別）[MW],310,730.67,76.75,0,147,602,298,130,369.979,2664.399
20250301B02,（内訳）自エリアからの落札量[MW],310,730.67,76.75,0,147,602,298,130,152.979,2447.399
20250301B03,募集量（TSO別）[MW],288,929,1853,615,232,1061,518,260,680,6436
20250301B03,応札量合計（電源属地別）[MW],416.3,721.5,330.95,1.5,232,808.659,501.393,204,153.979,3370.281
20250301B03,落札量合計（電源属地別）[MW],329,721.5,330.95,1.5,232,808.659,501.393,204,153.979,3282.981
20250301B03,応札件数（電源属地別）[件],4,5,4,1,2,4,7,3,5,35
20250301B03,落札件数（電源属地別）[件],3,5,4,1,2,4,7,3,5,34
20250301B03,最高落札価格（電源属地別）[円/kW・30分],5.04,7.21,16.6,7.21,2.76,0.34,2.79,1.64,19.51,19.51
20250301B03,最低落札価格（電源属地別）[円/kW・30分],1.96,2.12,0.33,7.21,1.86,0.34,0.37,0.34,1.49,0.33
20250301B03,平均落札価格（電源属地別）[円/kW・30分],3.82,2.73,3.65,7.21,2.1,0.34,2.08,0.49,2.19,2.04
20250301B03,最高落札価格（TSO別）[円/kW・30分],5.04,7.21,16.6,7.21,2.76,2.72,2.79,2.33,19.51,19.51
20250301B03,最低落札価格（TSO別）[円/kW・30分],1.96,2.12,0.33,7.21,1.86,0.34,0.34,0.34,0.34,0.33
20250301B03,平均落札価格（TSO別）[円/kW・30分],3.82,2.73,3.65,7.21,2.13,0.59,1.99,0.62,1.42,2.04
20250301B03,落札量合計（TSO別）[MW],329,721.5,330.95,1.5,209,880.548,412,133.504,264.979,3282.981
20250301B03,（内訳）自エリアからの落札量[MW],329,721.5,330.95,1.5,209,752.929,397,129.73,153.979,3025.588
20250301B04,募集量（TSO別）[MW],346,1136,2110,1100,285,1356,664,328,815,8140
