H,需給調整市場取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,速報値,20210503,20210502,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,募集量（TSO別）[MW],0,161,0,14,3,0,0,20,11,209
B01,応札量合計（電源属地別）[MW],298.94,161,674.82,226,69,13,0,194,11,1647.76
B01,落札量合計（電源属地別）[MW],0,0,5,0,0,0,0,193,11,209
B01,最高落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.61,3.77
B01,最低落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.33,3.77
B01,平均落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.43,3.77
B01,落札量合計（TSO別）[MW],0,161,0,14,3,0,0,20,11,209
B01,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,20,11,31
B02,募集量（TSO別）[MW],0,136,55,72,20,6,24,10,44,367
B02,応札量合計（電源属地別）[MW],298.94,22,304.352,370.336,69,0,0,601,44,1709.628
B02,落札量合計（電源属地別）[MW],0,0,129,0,0,0,0,194,44,367
B02,最高落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.45,4.25
B02,最低落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.33,4.25
B02,平均落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.39,4.25
B02,落札量合計（TSO別）[MW],0,136,55,72,20,6,24,10,44,367
B02,（内訳）自エリアからの落札量[MW],0,0,55,0,0,0,0,10,44,109
B03,募集量（TSO別）[MW],0,872,155,1358,49,1448,628,356,1708,6574
B03,応札量合計（電源属地別）[MW],298.94,351,1959.368,0,69,819.773,186.192,534,1708,5926.273
B03,落札量合計（電源属地別）[MW],0,0,1307.2,0,69,819.773,186.192,515.3,1708,4605.465
B03,最高落札価格（電源属地別）[円/kW],0,0,0.41,0,0.04,3.69,2.41,3.9,3.07
B03,最低落札価格（電源属地別）[円/kW],0,0,0.41,0,0.04,0.42,0.2,0.33,0.3
B03,平均落札価格（電源属地別）[円/kW],0,0,0.41,0,0.04,3.53,2.05,1.49,1.36
B03,落札量合計（TSO別）[MW],0,872,155,280.2,49,839.773,345.492,356,1708,4605.465
B03,（内訳）自エリアからの落札量[MW],0,0,155,0,49,819.773,186.192,356,1708,3273.965
B04,募集量（TSO別）[MW],24,1503,1569,1557,243,1867,807,563,2057,10190
B04,応札量合計（電源属地別）[MW],298.94,560,3853.556,115,51,1255.57,322.066,792,2057,9305.132
B04,落札量合計（電源属地別）[MW],298.94,560,3853.556,115,51,1255.57,322.066,792,2057,9305.132
B04,最高落札価格（電源属地別）[円/kW],11.84,3.61,0.67,0.25,0.04,3.69,0.22,3.9,3.03
B04,最低落札価格（電源属地別）[円/kW],11.84,2.11,0.41,0.04,0.04,0.36,0.2,0.33,0.27
B04,平均落札価格（電源属地別）[円/kW],11.84,2.85,0.53,0.13,0.04,2.88,0.21,1.4,1.18
B04,落札量合計（TSO別）[MW],148.94,1503,1569,1557,51,1375.126,481.066,563,2057,9305.132
B04,（内訳）自エリアからの落札量[MW],148.94,560,1569,115,51,1255.57,322.066,563,2057,6641.576
B05,募集量（TSO別）[MW],23,1347,3582,1553,168,1719,770,621,1258,11041
B05,応札量合計（電源属地別）[MW],298.94,673,5444.982,50,89,1193.359,550.343,812,1258,10369.624
B05,落札量合計（電源属地別）[MW],298.94,673,5444.982,50,89,1193.359,550.343,812,1258,10369.624
B05,最高落札価格（電源属地別）[円/kW],11.83,3.61,0.67,0.25,0.04,3.69,0.22,3.9,3.03
B05,最低落札価格（電源属地別）[円/kW],11.83,2.11,0.41,0.25,0.04,0.36,0.2,0.03,0.34
B05,平均落札価格（電源属地別）[円/kW],11.83,2.98,0.47,0.25,0.04,2.86,0.21,1.37,1.14
B05,落札量合計（TSO別）[MW],177.94,1347,3582,1359.982,89,1193.359,741.343,621,1258,10369.624
B05,（内訳）自エリアからの落札量[MW],177.94,673,3582,50,89,1193.359,550.343,621,1258,8194.642
B06,募集量（TSO別）[MW],23,573,1384,1536,155,923,732,678,1050,7054
B06,応札量合計（電源属地別）[MW],298.94,0,2670.175,125,16,799.452,406.752,814,1050,6180.319
B06,落札量合計（電源属地別）[MW],298.94,0,2670.175,125,16,799.452,406.752,678,1050,6044.319
B06,最高落札価格（電源属地別）[円/kW],11.79,0,0.67,0.29,0.04,3.69,2.73,1.5,3.12
B06,最低落札価格（電源属地別）[円/kW],11.79,0,0.41,0.28,0.04,3.69,0.2,0.03,0.4
B06,平均落札価格（電源属地別）[円/kW],11.79,0,0.43,0.29,0.04,3.69,1.16,0.76,1.07
B06,落札量合計（TSO別）[MW],152.24,573,1384,984.875,16,799.452,406.752,678,1050,6044.319
B06,（内訳）自エリアからの落札量[MW],152.24,0,1384,125,16,799.452,406.752,678,1050,4611.444
B07,募集量（TSO別）[MW],3,77,0,29,18,7,31,181,172,518
B07,応札量合計（電源属地別）[MW],298.94,19,105.45,524.392,36,440,31,613,172,2239.782
B07,落札量合計（電源属地別）[MW],298.94,0,0,0,0,0,31,206,172,707.94
B07,最高落札価格（電源属地別）[円/kW],11.37,0,0,0,0,0,0.2,1.4,4.34
B07,最低落札価格（電源属地別）[円/kW],11.37,0,0,0,0,0,0.2,0.33,2.09
B07,平均落札価格（電源属地別）[円/kW],11.37,0,0,0,0,0,0.2,0.44,2.85
B07,落札量合計（TSO別）[MW],192.94,77,0,29,18,7,31,181,172,707.94
B07,（内訳）自エリアからの落札量[MW],192.94,0,0,0,0,0,31,181,172,576.94
B08,募集量（TSO別）[MW],0,253,0,12,12,0,0,5,18,300
B08,応札量合計（電源属地別）[MW],298.94,37,401.452,349.078,35,7,0,177,18,1323.47
B08,落札量合計（電源属地別）[MW],0,0,105,0,0,0,0,177,18,300
B08,最高落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.49,3.95
B08,最低落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.33,3.95
B08,平均落札価格（電源属地別）[円/kW],0,0,0.67,0,0,0,0,0.41,3.95
B08,落札量合計（TSO別）[MW],0,253,0,12,12,0,0,5,18,300
B08,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,5,18,23
RT,応札・落札結果,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,応札件数（電源属地別）[件],1,4,8,5,1,1,0,10,1,31
B01,落札件数（電源属地別）[件],0,0,1,0,0,0,0,10,1,12
B01,応札量合計（電源属地別）[MW],298.94,161,674.82,226,69,13,0,194,11,1647.76
B01,落札量合計（電源属地別）[MW],0,0,5,0,0,0,0,193,11,209
B02,応札件数（電源属地別）[件],1,1,3,6,1,0,0,16,1,29
B02,落札件数（電源属地別）[件],0,0,3,0,0,0,0,7,1,11
B02,応札量合計（電源属地別）[MW],298.94,22,304.352,370.336,69,0,0,601,44,1709.628
B02,落札量合計（電源属地別）[MW],0,0,129,0,0,0,0,194,44,367
