H,需給調整市場取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,速報値,20211218,20211217,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,募集量（TSO別）[MW],20,0,0,0,7,0,13,52,0,92
B01,応札量合計（電源属地別）[MW],20,92,645.654,96,7,486,72,77,0,1495.654
B01,落札量合計（電源属地別）[MW],0,0,0,0,0,27,13,52,0,92
B01,最高落札価格（電源属地別）[円/kW],0,0,0,0,0,0.41,0.2,0.41,0
B01,最低落札価格（電源属地別）[円/kW],0,0,0,0,0,0.41,0.2,0.41,0
B01,平均落札価格（電源属地別）[円/kW],0,0,0,0,0,0.41,0.2,0.41,0
B01,落札量合計（TSO別）[MW],20,0,0,0,7,0,13,52,0,92
B01,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,13,52,0,65
B02,募集量（TSO別）[MW],42,0,0,27,4,0,0,3,17,93
B02,応札量合計（電源属地別）[MW],166.17,93,714.12,96,0,816,51,5,93,2034.29
B02,落札量合計（電源属地別）[MW],42,0,0,0,0,0,46,5,0,93
B02,最高落札価格（電源属地別）[円/kW],0.35,0,0,0,0,0,0.66,0.41,0
B02,最低落札価格（電源属地別）[円/kW],0.35,0,0,0,0,0,0.66,0.41,0
B02,平均落札価格（電源属地別）[円/kW],0.35,0,0,0,0,0,0.66,0.41,0
B02,落札量合計（TSO別）[MW],42,0,0,27,4,0,0,3,17,93
B02,（内訳）自エリアからの落札量[MW],42,0,0,0,0,0,0,3,0,45
B03,募集量（TSO別）[MW],76,70,743,822,31,24,55,0,167,1988
B03,応札量合計（電源属地別）[MW],145.66,535,337.774,2014,0,1636,55,118,167,5008.434
B03,落札量合計（電源属地別）[MW],145.66,250.54,337.774,677.026,0,378,55,0,144,1988
B03,最高落札価格（電源属地別）[円/kW],1.57,4.71,3.89,8.72,0,0.11,0.2,0,2.67
B03,最低落札価格（電源属地別）[円/kW],1.56,2.71,0.41,7.29,0,0.11,0.2,0,2.67
B03,平均落札価格（電源属地別）[円/kW],1.57,3.62,0.74,7.94,0,0.11,0.2,0,2.67
B03,落札量合計（TSO別）[MW],76,70,743,822,31,24,55,0,167,1988
B03,（内訳）自エリアからの落札量[MW],76,70,337.774,677.026,0,24,55,0,144,1383.8
B04,募集量（TSO別）[MW],79,1038,716,1337,25,937,195,302,1743,6372
B04,応札量合計（電源属地別）[MW],215.28,717,914.8,1843,11,2006.135,195,639,1654,8195.215
B04,落札量合計（電源属地別）[MW],166.6,503,914.8,524.465,11,1764.135,195,639,1654,6372
B04,最高落札価格（電源属地別）[円/kW],0.71,5.01,3.07,10.53,2.13,12.36,0.2,10.3,6.14
B04,最低落札価格（電源属地別）[円/kW],0.7,2.71,0.41,0.02,2.13,0.11,0.2,0.04,1.27
B04,平均落札価格（電源属地別）[円/kW],0.71,4.13,1.66,6.49,2.13,6.8,0.2,4.51,1.94
B04,落札量合計（TSO別）[MW],79,1038,716,1337,25,937,195,302,1743,6372
B04,（内訳）自エリアからの落札量[MW],79,503,716,524.465,11,937,195,302,1654,4921.465
B05,募集量（TSO別）[MW],82,800,114,416,66,668,476,455,2454,5531
B05,応札量合計（電源属地別）[MW],211.42,1556,913.37,1223.938,10,2492.803,566,585,2383,9941.531
B05,落札量合計（電源属地別）[MW],211.42,0,712.802,249.938,10,961.84,566,455,2364,5531
B05,最高落札価格（電源属地別）[円/kW],0.4,0,2.28,1.13,1.67,0.46,1.19,1.02,7.5
B05,最低落札価格（電源属地別）[円/kW],0.28,0,0.41,1.06,1.67,0.11,0.2,0.04,0.95
B05,平均落札価格（電源属地別）[円/kW],0.32,0,1.59,1.09,1.67,0.28,0.36,0.91,2.07
B05,落札量合計（TSO別）[MW],82,800,114,416,66,668,476,455,2454,5531
B05,（内訳）自エリアからの落札量[MW],82,0,114,249.938,10,668,476,455,2364,4418.938
B06,募集量（TSO別）[MW],68,200,407,430,5,400,234,293,611,2648
B06,応札量合計（電源属地別）[MW],138.4,561,190.908,1285,5,1886.655,75.336,293,188,4623.299
B06,落札量合計（電源属地別）[MW],138.4,345.692,190.908,0,0,1083.664,75.336,293,188,2315
B06,最高落札価格（電源属地別）[円/kW],3.3,4.71,0.41,0,0,9.18,1.59,1.02,4.99
B06,最低落札価格（電源属地別）[円/kW],3.29,2.71,0.41,0,0,0.11,1.59,0.04,4.99
B06,平均落札価格（電源属地別）[円/kW],3.3,3.92,0.41,0,0,5.03,1.59,0.86,4.99
B06,落札量合計（TSO別）[MW],68,200,407,430,5,400,234,293,278,2315
B06,（内訳）自エリアからの落札量[MW],68,200,190.908,0,0,400,75.336,293,188,1415.244
B07,募集量（TSO別）[MW],34,0,0,0,32,0,2,37,24,129
B07,応札量合計（電源属地別）[MW],54.1,129,0,465,32,1291,5,120,24,2120.1
B07,落札量合計（電源属地別）[MW],0,34,0,17,0,0,5,73,0,129
B07,最高落札価格（電源属地別）[円/kW],0,2.71,0,1.63,0,0,2.03,3.1,0
B07,最低落札価格（電源属地別）[円/kW],0,2.71,0,1.63,0,0,2.03,1.02,0
B07,平均落札価格（電源属地別）[円/kW],0,2.71,0,1.63,0,0,2.03,2.05,0
B07,落札量合計（TSO別）[MW],34,0,0,0,32,0,2,37,24,129
B07,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,2,37,0,39
B08,募集量（TSO別）[MW],20,0,0,0,16,0,39,38,6,119
B08,応札量合計（電源属地別）[MW],23.08,119,0,210,16,198.963,39,38,6,650.043
B08,落札量合計（電源属地別）[MW],0,0,0,42,0,0,39,38,0,119
B08,最高落札価格（電源属地別）[円/kW],0,0,0,1.24,0,0,0.2,1.02,0
B08,最低落札価格（電源属地別）[円/kW],0,0,0,1.21,0,0,0.2,1.02,0
B08,平均落札価格（電源属地別）[円/kW],0,0,0,1.21,0,0,0.2,1.02,0
B08,落札量合計（TSO別）[MW],20,0,0,0,16,0,39,38,6,119
B08,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,39,38,0,77
RT,応札・落札結果,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,応札件数（電源属地別）[件],1,1,4,5,1,6,2,2,0,22
B01,落札件数（電源属地別）[件],0,0,0,0,0,1,1,1,0,3
B01,応札量合計（電源属地別）[MW],20,92,645.654,96,7,486,72,77,0,1495.654
B01,落札量合計（電源属地別）[MW],0,0,0,0,0,27,13,52,0,92
B02,応札件数（電源属地別）[件],2,2,13,3,0,4,1,1,1,27
B02,落札件数（電源属地別）[件],1,0,0,0,0,0,1,1,0,3
B02,応札量合計（電源属地別）[MW],166.17,93,714.12,96,0,816,51,5,93,2034.29
B02,落札量合計（電源属地別）[MW],42,0,0,0,0,0,46,5,0,93
B03,応札件数（電源属地別）[件],2,5,9,46,0,6,2,1,1,72
B03,落札件数（電源属地別）[件],2,2,9,11,0,1,2,0,1,28
B03,応札量合計（電源属地別）[MW],145.66,535,337.774,2014,0,1636,55,118,167,5008.434
