H,需給調整市場取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,速報値,20210819,20210818,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,募集量（TSO別）[MW],22,1,0,0,0,0,0,56,10,89
B01,応札量合計（電源属地別）[MW],288.15,89,643.232,99,0,960,127.583,207,66,2479.965
B01,落札量合計（電源属地別）[MW],5.68,17.32,0,0,0,0,0,56,10,89
B01,最高落札価格（電源属地別）[円/kW],0.29,0.4,0,0,0,0,0,0.2,0.2
B01,最低落札価格（電源属地別）[円/kW],0.29,0.4,0,0,0,0,0,0.2,0.2
B01,平均落札価格（電源属地別）[円/kW],0.29,0.4,0,0,0,0,0,0.2,0.2
B01,落札量合計（TSO別）[MW],22,1,0,0,0,0,0,56,10,89
B01,（内訳）自エリアからの落札量[MW],5.68,1,0,0,0,0,0,56,10,72.68
B02,募集量（TSO別）[MW],103,58,21,47,13,47,25,84,0,398
B02,応札量合計（電源属地別）[MW],291.3,398,669.644,409.685,40,906.622,271.046,469,169,3624.297
B02,落札量合計（電源属地別）[MW],103,126,0,0,0,0,25,84,60,398
B02,最高落札価格（電源属地別）[円/kW],0.41,0.41,0,0,0,0,0.2,0.28,0.28
B02,最低落札価格（電源属地別）[円/kW],0.35,0.4,0,0,0,0,0.2,0.28,0.28
B02,平均落札価格（電源属地別）[円/kW],0.4,0.41,0,0,0,0,0.2,0.28,0.28
B02,落札量合計（TSO別）[MW],103,58,21,47,13,47,25,84,0,398
B02,（内訳）自エリアからの落札量[MW],103,58,0,0,0,0,25,84,0,270
B03,募集量（TSO別）[MW],65,566,1225,1257,57,224,256,62,650,4362
B03,応札量合計（電源属地別）[MW],283.62,644,3273.407,90,49,1104.835,502.046,503,850,7299.908
B03,落札量合計（電源属地別）[MW],0,0,2337.1,90,0,0,256,156,837,3676.1
B03,最高落札価格（電源属地別）[円/kW],0,0,0.41,0.54,0,0,0.2,0.4,0.4
B03,最低落札価格（電源属地別）[円/kW],0,0,0.41,0.53,0,0,0.2,0.3,0.37
B03,平均落札価格（電源属地別）[円/kW],0,0,0.41,0.54,0,0,0.2,0.35,0.39
B03,落札量合計（TSO別）[MW],65,566,1225,571.1,57,224,256,62,650,3676.1
B03,（内訳）自エリアからの落札量[MW],0,0,1225,90,0,0,256,62,650,2283
B04,募集量（TSO別）[MW],187,409,1602,1286,30,852,422,131,1486,6405
B04,応札量合計（電源属地別）[MW],288.51,1505,3566.287,1614.922,30,1431.53,668.046,583,1686,11373.295
B04,落札量合計（電源属地別）[MW],37,0,3067.1,291.8,30,429.7,422,529,1598.4,6405
B04,最高落札価格（電源属地別）[円/kW],2.84,0,0.41,5.09,2.11,3.89,0.2,3.85,3.77
B04,最低落札価格（電源属地別）[円/kW],0.7,0,0.41,0.53,2.11,0.96,0.2,1,0.23
B04,平均落札価格（電源属地別）[円/kW],2.49,0,0.41,4.18,2.11,2.71,0.2,2.84,1.3
B04,落札量合計（TSO別）[MW],187,409,1602,1286,30,852,422,131,1486,6405
