H,需給調整市場取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,速報値,20210628,20210627,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,募集量（TSO別）[MW],0,0,0,0,0,0,0,0,11,11
B01,応札量合計（電源属地別）[MW],37,5,736.146,64,29,363,67,50,11,1362.146
B01,落札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,11,11
B01,最高落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0.04
B01,最低落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0.04
B01,平均落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0.04
B01,落札量合計（TSO別）[MW],0,0,0,0,0,0,0,0,11,11
B01,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,11,11
B02,募集量（TSO別）[MW],78,0,67,181,19,72,58,6,1,482
B02,応札量合計（電源属地別）[MW],99,150,348.222,607.494,0,779.171,160.73,175,404,2723.617
B02,落札量合計（電源属地別）[MW],78,0,0,0,0,0,58,50,296,482
B02,最高落札価格（電源属地別）[円/kW],10.65,0,0,0,0,0,0.2,0.26,0.29
B02,最低落札価格（電源属地別）[円/kW],3.51,0,0,0,0,0,0.2,0.26,0.05
B02,平均落札価格（電源属地別）[円/kW],7.17,0,0,0,0,0,0.2,0.26,0.27
B02,落札量合計（TSO別）[MW],78,0,67,181,19,72,58,6,1,482
B02,（内訳）自エリアからの落札量[MW],78,0,0,0,0,0,58,6,1,143
B03,募集量（TSO別）[MW],214,922,876,625,106,218,535,373,504,4373
B03,応札量合計（電源属地別）[MW],283.22,192,1797.996,978,107,796.487,571.57,761,1001,6488.273
B03,落札量合計（電源属地別）[MW],214,107,1790.1,509,107,474,107.377,258,806.523,4373
B03,最高落札価格（電源属地別）[円/kW],22.62,0.41,0.67,0.72,0.73,1.4,0.22,1.5,1.85
B03,最低落札価格（電源属地別）[円/kW],22.62,0.4,0.41,0.37,0.73,0.47,0.2,0.03,0.87
B03,平均落札価格（電源属地別）[円/kW],22.62,0.4,0.49,0.44,0.73,0.64,0.2,0.88,1.48
B03,落札量合計（TSO別）[MW],214,922,876,625,106,218,535,373,504,4373
B03,（内訳）自エリアからの落札量[MW],214,107,876,509,106,218,107.377,258,504,2899.377
B04,募集量（TSO別）[MW],165,1437,3698,2139,105,818,1359,519,1289,11529
B04,応札量合計（電源属地別）[MW],580.73,258,4190.059,1979,184.25,1416.019,496.625,863,1797,11764.683
B04,落札量合計（電源属地別）[MW],297.4,258,4190.059,1979,184.25,1416.019,496.625,863,1797,11481.353
B04,最高落札価格（電源属地別）[円/kW],0.4,2.71,0.67,5.92,22.6,12.56,15.41,10,2.81
B04,最低落札価格（電源属地別）[円/kW],0.4,2.11,0.41,0.03,0.73,0.06,0.2,0.03,0.65
B04,平均落札価格（電源属地別）[円/kW],0.4,2.5,0.41,3.49,11.32,5.52,6.53,3.08,1.33
B04,落札量合計（TSO別）[MW],165,1389.353,3698,2139,105,818,1359,519,1289,11481.353
B04,（内訳）自エリアからの落札量[MW],165,258,3698,1979,105,818,496.625,519,1289,9327.625
B05,募集量（TSO別）[MW],140,1470,2586,1733,118,867,1318,447,1129,9808
B05,応札量合計（電源属地別）[MW],356.94,0,3350.913,804.685,154.25,1406.547,397.296,816,1329,8615.631
B05,落札量合計（電源属地別）[MW],166.3,0,3350.913,804.685,154.25,1406.547,397.296,816,1129,8224.991
B05,最高落札価格（電源属地別）[円/kW],0.4,0,0.41,7.31,25.36,12.45,8.41,10,3.18
B05,最低落札価格（電源属地別）[円/kW],0.4,0,0.41,0.92,0.73,0.06,0.2,0.03,1.02
B05,平均落札価格（電源属地別）[円/kW],0.4,0,0.41,1.98,14.98,7.42,4.21,3.24,1.48
B05,落札量合計（TSO別）[MW],140,791.213,2586,828.778,118,867,1318,447,1129,8224.991
B05,（内訳）自エリアからの落札量[MW],140,0,2586,804.685,118,867,397.296,447,1129,6488.981
B06,募集量（TSO別）[MW],158,707,259,1110,91,638,631,346,589,4529
B06,応札量合計（電源属地別）[MW],334.94,0,936.745,926.524,114.25,1197.671,260.783,625,679,5074.913
B06,落札量合計（電源属地別）[MW],304.9,0,819.1,646.246,25,1197.671,260.783,625,650.3,4529
B06,最高落札価格（電源属地別）[円/kW],0.4,0,0.41,24.96,0.73,11.96,7.66,10,3.66
B06,最低落札価格（電源属地別）[円/kW],0.4,0,0.41,0.62,0.73,0.06,0.2,0.03,1.85
B06,平均落札価格（電源属地別）[円/kW],0.4,0,0.41,6.11,0.73,7.87,3.75,3.06,2.47
B06,落札量合計（TSO別）[MW],158,707,259,1110,91,638,631,346,589,4529
B06,（内訳）自エリアからの落札量[MW],158,0,259,646.246,25,638,260.783,346,589,2922.029
B07,募集量（TSO別）[MW],56,215,6,156,17,11,121,174,225,981
B07,応札量合計（電源属地別）[MW],334.94,45,221,803.244,7,889.088,210.783,252,425,3188.055
B07,落札量合計（電源属地別）[MW],56,0,221,156,7,0,92.32,252,196.68,981
B07,最高落札価格（電源属地別）[円/kW],10.65,0,0.41,0.77,0.73,0,0.2,1.15,1.85
B07,最低落札価格（電源属地別）[円/kW],10.65,0,0.41,0.59,0.73,0,0.2,0.03,1.85
B07,平均落札価格（電源属地別）[円/kW],10.65,0,0.41,0.7,0.73,0,0.2,0.58,1.85
B07,落札量合計（TSO別）[MW],56,215,6,156,17,11,121,174,225,981
B07,（内訳）自エリアからの落札量[MW],56,0,6,156,7,0,92.32,174,196.68,688
B08,募集量（TSO別）[MW],19,119,0,15,0,0,0,21,49,223
B08,応札量合計（電源属地別）[MW],182.2,150,118.996,238,0,0,0,84,204,977.196
B08,落札量合計（電源属地別）[MW],19,100,15,5,0,0,0,84,0,223
B08,最高落札価格（電源属地別）[円/kW],10.65,0.4,0.41,0.42,0,0,0,0.4,0
B08,最低落札価格（電源属地別）[円/kW],10.65,0.4,0.41,0.42,0,0,0,0.36,0
B08,平均落札価格（電源属地別）[円/kW],10.65,0.4,0.41,0.42,0,0,0,0.38,0
B08,落札量合計（TSO別）[MW],19,119,0,15,0,0,0,21,49,223
B08,（内訳）自エリアからの落札量[MW],19,100,0,5,0,0,0,21,0,145
RT,応札・落札結果,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,応札件数（電源属地別）[件],2,1,4,1,1,5,1,1,1,17
B01,落札件数（電源属地別）[件],0,0,0,0,0,0,0,0,1,1
B01,応札量合計（電源属地別）[MW],37,5,736.146,64,29,363,67,50,11,1362.146
B01,落札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,11,11
B02,応札件数（電源属地別）[件],3,3,3,9,0,10,5,4,3,40
B02,落札件数（電源属地別）[件],3,0,0,0,0,0,3,1,3,10
B02,応札量合計（電源属地別）[MW],99,150,348.222,607.494,0,779.171,160.73,175,404,2723.617
B02,落札量合計（電源属地別）[MW],78,0,0,0,0,0,58,50,296,482
B03,応札件数（電源属地別）[件],1,3,13,11,1,6,11,15,5,66
B03,落札件数（電源属地別）[件],1,2,13,8,1,4,5,6,4,44
B03,応札量合計（電源属地別）[MW],283.22,192,1797.996,978,107,796.487,571.57,761,1001,6488.273
