H,需給調整市場取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,速報値,20211128,20211127,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,募集量（TSO別）[MW],21,0,0,6,7,0,0,8,0,42
B01,応札量合計（電源属地別）[MW],338.85,42,732.396,62,7,194,42,303,0,1721.246
B01,落札量合計（電源属地別）[MW],0,0,0,0,0,0,42,0,0,42
B01,最高落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0.66,0,0
B01,最低落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0.66,0,0
B01,平均落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0.66,0,0
B01,落札量合計（TSO別）[MW],21,0,0,6,7,0,0,8,0,42
B01,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
B02,募集量（TSO別）[MW],15,0,0,20,0,0,17,30,29,111
B02,応札量合計（電源属地別）[MW],338.21,111,534.644,222,0,420,67,135,29,1856.854
B02,落札量合計（電源属地別）[MW],0,14,0,0,0,0,67,30,0,111
B02,最高落札価格（電源属地別）[円/kW],0,1.35,0,0,0,0,0.66,1.02,0
B02,最低落札価格（電源属地別）[円/kW],0,1.35,0,0,0,0,0.2,1.02,0
B02,平均落札価格（電源属地別）[円/kW],0,1.35,0,0,0,0,0.54,1.02,0
B02,落札量合計（TSO別）[MW],15,0,0,20,0,0,17,30,29,111
B02,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,17,30,0,47
B03,募集量（TSO別）[MW],239,553,558,591,24,25,215,0,256,2461
B03,応札量合計（電源属地別）[MW],307.9,830,1175.544,1580.37,24,784,232.7,120,256,5310.514
B03,落札量合計（電源属地別）[MW],89,195,1066,0,24,583.3,232.7,15,256,2461
B03,最高落札価格（電源属地別）[円/kW],16.44,1.36,3.52,0,4.29,6.98,0.66,5.35,3.9
B03,最低落札価格（電源属地別）[円/kW],16.44,1.35,0.41,0,4.29,0.1,0.2,5.35,3.9
B03,平均落札価格（電源属地別）[円/kW],16.44,1.36,0.64,0,4.29,4.64,0.3,5.35,3.9
B03,落札量合計（TSO別）[MW],239,553,558,591,24,25,215,0,256,2461
B03,（内訳）自エリアからの落札量[MW],89,195,558,0,24,25,215,0,256,1362
B04,募集量（TSO別）[MW],286,997,603,596,34,1008,431,165,1370,5490
B04,応札量合計（電源属地別）[MW],289.77,607,1409.704,857.37,34,1728.69,434.482,566,1370,7297.016
B04,落札量合計（電源属地別）[MW],216.5,607,1409.704,140,34,892.69,434.482,445.624,1310,5490
B04,最高落札価格（電源属地別）[円/kW],16.44,6.67,1.43,0.09,0.69,7.96,0.66,6.43,19
B04,最低落札価格（電源属地別）[円/kW],0.05,1.36,0.41,0.09,0.69,0.09,0.2,0.03,0.12
B04,平均落札価格（電源属地別）[円/kW],13.23,3.42,0.45,0.09,0.69,3.95,0.26,4.15,3.28
B04,落札量合計（TSO別）[MW],286,997,603,596,34,1008,431,165,1370,5490
B04,（内訳）自エリアからの落札量[MW],216.5,607,603,140,34,892.69,431,165,1310,4399.19
B05,募集量（TSO別）[MW],266,1066,422,411,55,1343,688,449,1746,6446
B05,応札量合計（電源属地別）[MW],529.31,688,1374.601,584.685,55,2124.879,738.626,850,1746,8691.101
B05,落札量合計（電源属地別）[MW],286.21,677,1374.601,0,55,1065.879,738.626,562.684,1686,6446
B05,最高落札価格（電源属地別）[円/kW],2.79,5.78,1.43,0,1.27,5.63,0.66,6.23,19
B05,最低落札価格（電源属地別）[円/kW],0.05,1.36,0.41,0,0.69,0.09,0.2,0.03,0.02
B05,平均落札価格（電源属地別）[円/kW],2.71,3.51,0.54,0,0.87,3.33,0.23,2.4,2.42
