H,需給調整市場取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,速報値,20220309,20220308,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,募集量（TSO別）[MW],0,0,0,9,3,0,0,2,0,14
B01,応札量合計（電源属地別）[MW],0,14,660.268,50,0,0,0,15,0,739.268
B01,落札量合計（電源属地別）[MW],0,0,0,0,0,0,0,15,0,15
B01,最高落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,2.03,0
B01,最低落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0.41,0
B01,平均落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,1.48,0
B01,落札量合計（TSO別）[MW],0,0,0,9,3,0,0,3,0,15
B01,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,3,0,3
B02,募集量（TSO別）[MW],0,0,0,50,15,1,4,46,8,124
B02,応札量合計（電源属地別）[MW],0,124,25.98,125,0,0,5,124,8,411.98
B02,落札量合計（電源属地別）[MW],0,0,0,73,0,0,5,46,0,124
B02,最高落札価格（電源属地別）[円/kW],0,0,0,2.91,0,0,0.2,0.41,0
B02,最低落札価格（電源属地別）[円/kW],0,0,0,2.9,0,0,0.2,0.41,0
B02,平均落札価格（電源属地別）[円/kW],0,0,0,2.9,0,0,0.2,0.41,0
B02,落札量合計（TSO別）[MW],0,0,0,50,15,1,4,46,8,124
B02,（内訳）自エリアからの落札量[MW],0,0,0,50,0,0,4,46,0,100
B03,募集量（TSO別）[MW],135,788,998,768,54,289,190,200,553,3975
B03,応札量合計（電源属地別）[MW],0,316,705.87,1116,0,100.683,0,328,0,2566.553
B03,落札量合計（電源属地別）[MW],0,316,705.87,1116,0,100.683,0,328,0,2566.553
B03,最高落札価格（電源属地別）[円/kW],0,3.4,5.34,13.72,0,0.12,0,20.65,0
B03,最低落札価格（電源属地別）[円/kW],0,1.02,0.41,2.72,0,0.12,0,0.04,0
B03,平均落札価格（電源属地別）[円/kW],0,2.34,1.99,8.03,0,0.12,0,8.32,0
B03,落札量合計（TSO別）[MW],0,316,998,768,0,156.553,128,200,0,2566.553
B03,（内訳）自エリアからの落札量[MW],0,316,705.87,768,0,100.683,0,200,0,2090.553
B04,募集量（TSO別）[MW],191,2095,2391,948,73,918,538,400,609,8163
B04,応札量合計（電源属地別）[MW],0,268,683.375,1289.1,0,318.312,424.333,516,609,4108.12
B04,落札量合計（電源属地別）[MW],0,268,683.375,1289.1,0,318.312,424.333,516,609,4108.12
B04,最高落札価格（電源属地別）[円/kW],0,10.83,3.88,82.59,0,0.11,8.23,20.65,12
B04,最低落札価格（電源属地別）[円/kW],0,1.02,0.41,1.17,0,0.11,0.2,0.04,0.74
B04,平均落札価格（電源属地別）[円/kW],0,7.38,1.17,18.66,0,0.11,1.86,5.37,5.12
B04,落札量合計（TSO別）[MW],0,268,740.775,948,0,604.345,538,400,609,4108.12
B04,（内訳）自エリアからの落札量[MW],0,268,683.375,948,0,318.312,424.333,400,609,3651.02
B05,募集量（TSO別）[MW],213,2015,2395,1442,28,1409,630,337,807,9276
B05,応札量合計（電源属地別）[MW],0,805,1462.788,2014.164,0,500.301,802.267,516,807,6907.52
B05,落札量合計（電源属地別）[MW],0,805,1462.788,2014.164,0,500.301,802.267,465.7,807,6857.22
B05,最高落札価格（電源属地別）[円/kW],0,8.43,3.88,33.37,0,70,4.19,19,10
B05,最低落札価格（電源属地別）[円/kW],0,1.02,0.41,0.02,0,0.11,0.2,0.04,1.37
B05,平均落札価格（電源属地別）[円/kW],0,6.93,1.93,13.03,0,0.4,0.61,5.04,4.05
B05,落札量合計（TSO別）[MW],0,805,1462.788,1442,0,1373.432,630,337,807,6857.22
B05,（内訳）自エリアからの落札量[MW],0,805,1462.788,1442,0,500.301,630,337,807,5984.089
B06,募集量（TSO別）[MW],124,722,2400,1352,69,444,508,293,793,6705
B06,応札量合計（電源属地別）[MW],0,230,344.783,396,0,154.312,508.372,434,225,2292.467
B06,落札量合計（電源属地別）[MW],0,230,344.783,396,0,154.312,508.372,434,225,2292.467
B06,最高落札価格（電源属地別）[円/kW],0,10.52,0.41,28.88,0,0.11,0.2,16.15,6.83
B06,最低落札価格（電源属地別）[円/kW],0,1.02,0.41,12.47,0,0.11,0.2,0.04,6.83
B06,平均落札価格（電源属地別）[円/kW],0,5.72,0.41,16.58,0,0.11,0.2,5.92,6.83
B06,落札量合計（TSO別）[MW],0,230,344.783,396,0,295.684,508,293,225,2292.467
B06,（内訳）自エリアからの落札量[MW],0,230,344.783,396,0,154.312,508,293,225,2151.095
B07,募集量（TSO別）[MW],13,31,0,42,4,2,27,40,142,301
B07,応札量合計（電源属地別）[MW],0,60,0,115,0,0,27,269,0,471
B07,落札量合計（電源属地別）[MW],0,44,0,115,0,0,27,63,0,249
B07,最高落札価格（電源属地別）[円/kW],0,1.92,0,5.26,0,0,0.51,16.15,0
B07,最低落札価格（電源属地別）[円/kW],0,1.02,0,5.26,0,0,0.51,0.04,0
B07,平均落札価格（電源属地別）[円/kW],0,1.8,0,5.26,0,0,0.51,6.34,0
B07,落札量合計（TSO別）[MW],13,31,0,42,4,2,27,40,90,249
B07,（内訳）自エリアからの落札量[MW],0,31,0,42,0,0,27,40,0,140
B08,募集量（TSO別）[MW],0,0,0,1,0,5,0,5,0,11
B08,応札量合計（電源属地別）[MW],0,11,28.334,25,0,0,0,15,0,79.334
B08,落札量合計（電源属地別）[MW],0,0,0,0,0,0,0,15,0,15
B08,最高落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,1.01,0
B08,最低落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0.41,0
B08,平均落札価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0.81,0
B08,落札量合計（TSO別）[MW],0,0,0,1,0,5,0,9,0,15
B08,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,9,0,9
RT,応札・落札結果,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,応札件数（電源属地別）[件],0,1,5,1,0,0,0,3,0,10
B01,落札件数（電源属地別）[件],0,0,0,0,0,0,0,3,0,3
B01,応札量合計（電源属地別）[MW],0,14,660.268,50,0,0,0,15,0,739.268
B01,落札量合計（電源属地別）[MW],0,0,0,0,0,0,0,15,0,15
B02,応札件数（電源属地別）[件],0,2,2,5,0,0,1,3,1,14
B02,落札件数（電源属地別）[件],0,0,0,3,0,0,1,1,0,5
B02,応札量合計（電源属地別）[MW],0,124,25.98,125,0,0,5,124,8,411.98
B02,落札量合計（電源属地別）[MW],0,0,0,73,0,0,5,46,0,124
B03,応札件数（電源属地別）[件],0,3,10,17,0,1,0,5,0,36
B03,落札件数（電源属地別）[件],0,3,10,17,0,1,0,5,0,36
B03,応札量合計（電源属地別）[MW],0,316,705.87,1116,0,100.683,0,328,0,2566.553
B03,落札量合計（電源属地別）[MW],0,316,705.87,1116,0,100.683,0,328,0,2566.553
B04,応札件数（電源属地別）[件],0,3,11,27,0,1,10,7,2,61
B04,落札件数（電源属地別）[件],0,3,11,27,0,1,10,7,2,61
B04,応札量合計（電源属地別）[MW],0,268,683.375,1289.1,0,318.312,424.333,516,609,4108.12
B04,落札量合計（電源属地別）[MW],0,268,683.375,1289.1,0,318.312,424.333,516,609,4108.12
B05,応札件数（電源属地別）[件],0,4,15,32,0,3,9,7,3,73
