H,需給調整市場取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,速報値,20220210,20220209,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,募集量（TSO別）[MW],0,0,0,29,5,0,0,0,0,34
B01,応札量合計（電源属地別）[MW],0,14,0,150,0,777,0,0,0,941
B01,落札量合計（電源属地別）[MW],0,14,0,20,0,0,0,0,0,34
B01,最高落札価格（電源属地別）[円/kW],0,1.02,0,1.36,0,0,0,0,0
B01,最低落札価格（電源属地別）[円/kW],0,1.02,0,1.36,0,0,0,0,0
B01,平均落札価格（電源属地別）[円/kW],0,1.02,0,1.36,0,0,0,0,0
B01,落札量合計（TSO別）[MW],0,0,0,29,5,0,0,0,0,34
B01,（内訳）自エリアからの落札量[MW],0,0,0,20,0,0,0,0,0,20
B02,募集量（TSO別）[MW],0,0,0,8,15,1,0,51,0,75
B02,応札量合計（電源属地別）[MW],0,75,0,150,0,2014,0,51,0,2290
B02,落札量合計（電源属地別）[MW],0,8,0,0,0,133,0,0,0,141
B02,最高落札価格（電源属地別）[円/kW],0,1.02,0,0,0,0.46,0,0,0
B02,最低落札価格（電源属地別）[円/kW],0,1.02,0,0,0,0.46,0,0,0
B02,平均落札価格（電源属地別）[円/kW],0,1.02,0,0,0,0.46,0,0,0
B02,落札量合計（TSO別）[MW],0,0,0,8,15,67,0,51,0,141
B02,（内訳）自エリアからの落札量[MW],0,0,0,0,0,67,0,0,0,67
B03,募集量（TSO別）[MW],151,721,186,196,11,122,138,0,477,2002
B03,応札量合計（電源属地別）[MW],0,69,0,0,0,859.894,138,0,397,1463.894
B03,落札量合計（電源属地別）[MW],0,69,0,0,0,421,0,0,327,817
B03,最高落札価格（電源属地別）[円/kW],0,1.02,0,0,0,0.11,0,0,14.16
B03,最低落札価格（電源属地別）[円/kW],0,1.02,0,0,0,0.11,0,0,14.16
B03,平均落札価格（電源属地別）[円/kW],0,1.02,0,0,0,0.11,0,0,14.16
B03,落札量合計（TSO別）[MW],0,69,0,0,11,122,138,0,477,817
B03,（内訳）自エリアからの落札量[MW],0,69,0,0,0,122,0,0,327,518
B04,募集量（TSO別）[MW],229,1047,445,191,12,1012,247,310,1299,4792
B04,応札量合計（電源属地別）[MW],0,136,0,0,0,1043.576,247,0,944,2370.576
B04,落札量合計（電源属地別）[MW],0,136,0,0,0,1043.576,247,0,944,2370.576
B04,最高落札価格（電源属地別）[円/kW],0,1.98,0,0,0,19.91,1.24,0,13.74
B04,最低落札価格（電源属地別）[円/kW],0,1.98,0,0,0,0.11,1.24,0,13.74
B04,平均落札価格（電源属地別）[円/kW],0,1.98,0,0,0,6.6,1.24,0,13.74
B04,落札量合計（TSO別）[MW],0,136,0,0,0,1012,247,31.576,944,2370.576
B04,（内訳）自エリアからの落札量[MW],0,136,0,0,0,1012,247,0,944,2339
B05,募集量（TSO別）[MW],188,1331,0,442,13,774,749,410,1516,5423
B05,応札量合計（電源属地別）[MW],0,410,0,0,0,2097.359,749,0,1516,4772.359
B05,落札量合計（電源属地別）[MW],0,410,0,0,0,1347,749,0,1366,3872
B05,最高落札価格（電源属地別）[円/kW],0,3.08,0,0,0,6.41,0.2,0,10.38
B05,最低落札価格（電源属地別）[円/kW],0,1.02,0,0,0,0.11,0.2,0,5.99
B05,平均落札価格（電源属地別）[円/kW],0,1.85,0,0,0,2.66,0.2,0,6.56
B05,落札量合計（TSO別）[MW],0,410,0,0,13,774,749,410,1516,3872
B05,（内訳）自エリアからの落札量[MW],0,410,0,0,0,774,749,0,1366,3299
B06,募集量（TSO別）[MW],155,257,0,207,14,551,421,372,654,2631
B06,応札量合計（電源属地別）[MW],0,0,0,0,0,1133.168,200.39,0,401,1734.558
B06,落札量合計（電源属地別）[MW],0,0,0,0,0,1133.168,200.39,0,401,1734.558
B06,最高落札価格（電源属地別）[円/kW],0,0,0,0,0,27.18,0.29,0,21.71
B06,最低落札価格（電源属地別）[円/kW],0,0,0,0,0,0.11,0.29,0,21.71
B06,平均落札価格（電源属地別）[円/kW],0,0,0,0,0,8.52,0.29,0,21.71
B06,落札量合計（TSO別）[MW],0,0,0,0,0,551,421,361.558,401,1734.558
B06,（内訳）自エリアからの落札量[MW],0,0,0,0,0,551,200.39,0,401,1152.39
B07,募集量（TSO別）[MW],0,0,0,0,13,2,8,24,187,234
B07,応札量合計（電源属地別）[MW],0,0,0,0,0,580,8,0,37,625
B07,落札量合計（電源属地別）[MW],0,0,0,0,0,331,0,0,37,368
B07,最高落札価格（電源属地別）[円/kW],0,0,0,0,0,6.35,0,0,21.13
B07,最低落札価格（電源属地別）[円/kW],0,0,0,0,0,6.35,0,0,21.13
B07,平均落札価格（電源属地別）[円/kW],0,0,0,0,0,6.35,0,0,21.13
B07,落札量合計（TSO別）[MW],0,0,0,0,13,136,8,24,187,368
B07,（内訳）自エリアからの落札量[MW],0,0,0,0,0,136,0,0,37,173
B08,募集量（TSO別）[MW],0,0,0,0,0,8,0,20,17,45
B08,応札量合計（電源属地別）[MW],0,0,0,48,0,90,0,0,17,155
B08,落札量合計（電源属地別）[MW],0,0,0,45,0,0,0,0,0,45
B08,最高落札価格（電源属地別）[円/kW],0,0,0,1.99,0,0,0,0,0
B08,最低落札価格（電源属地別）[円/kW],0,0,0,1.99,0,0,0,0,0
B08,平均落札価格（電源属地別）[円/kW],0,0,0,1.99,0,0,0,0,0
B08,落札量合計（TSO別）[MW],0,0,0,0,0,8,0,20,17,45
B08,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
RT,応札・落札結果,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,応札件数（電源属地別）[件],0,1,0,1,0,8,0,0,0,10
B01,落札件数（電源属地別）[件],0,1,0,1,0,0,0,0,0,2
B01,応札量合計（電源属地別）[MW],0,14,0,150,0,777,0,0,0,941
B01,落札量合計（電源属地別）[MW],0,14,0,20,0,0,0,0,0,34
B02,応札件数（電源属地別）[件],0,1,0,1,0,13,0,1,0,16
B02,落札件数（電源属地別）[件],0,1,0,0,0,1,0,0,0,2
B02,応札量合計（電源属地別）[MW],0,75,0,150,0,2014,0,51,0,2290
B02,落札量合計（電源属地別）[MW],0,8,0,0,0,133,0,0,0,141
B03,応札件数（電源属地別）[件],0,1,0,0,0,4,3,0,4,12
B03,落札件数（電源属地別）[件],0,1,0,0,0,1,0,0,2,4
B03,応札量合計（電源属地別）[MW],0,69,0,0,0,859.894,138,0,397,1463.894
B03,落札量合計（電源属地別）[MW],0,69,0,0,0,421,0,0,327,817
B04,応札件数（電源属地別）[件],0,1,0,0,0,5,4,0,4,14
B04,落札件数（電源属地別）[件],0,1,0,0,0,5,4,0,4,14
B04,応札量合計（電源属地別）[MW],0,136,0,0,0,1043.576,247,0,944,2370.576
B04,落札量合計（電源属地別）[MW],0,136,0,0,0,1043.576,247,0,944,2370.576
B05,応札件数（電源属地別）[件],0,4,0,0,0,15,4,0,8,31
B05,落札件数（電源属地別）[件],0,4,0,0,0,12,4,0,8,28
B05,応札量合計（電源属地別）[MW],0,410,0,0,0,2097.359,749,0,1516,4772.359
B05,落札量合計（電源属地別）[MW],0,410,0,0,0,1347,749,0,1366,3872
B06,応札件数（電源属地別）[件],0,0,0,0,0,7,5,0,2,14
B06,落札件数（電源属地別）[件],0,0,0,0,0,7,5,0,2,14
B06,応札量合計（電源属地別）[MW],0,0,0,0,0,1133.168,200.39,0,401,1734.558
B06,落札量合計（電源属地別）[MW],0,0,0,0,0,1133.168,200.39,0,401,1734.558
B07,応札件数（電源属地別）[件],0,0,0,0,0,4,1,0,1,6
B07,落札件数（電源属地別）[件],0,0,0,0,0,1,0,0,1,2
B07,応札量合計（電源属地別）[MW],0,0,0,0,0,580,8,0,37,625
B07,落札量合計（電源属地別）[MW],0,0,0,0,0,331,0,0,37,368
B08,応札件数（電源属地別）[件],0,0,0,1,0,1,0,0,1,3
B08,落札件数（電源属地別）[件],0,0,0,1,0,0,0,0,0,1
B08,応札量合計（電源属地別）[MW],0,0,0,48,0,90,0,0,17,155
B08,落札量合計（電源属地別）[MW],0,0,0,45,0,0,0,0,0,45
E
