H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202406,二次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240601B01,募集量（TSO別）[MW],60,216,297,152,30,206,70,28,142,1201
20240601B01,応札量合計（電源属地別）[MW],1,90,28.078,0,98,909.365,294.194,73,145,1638.637
20240601B01,落札量合計（電源属地別）[MW],1,90,28.078,0,98,576.8,270.35,73,145,1282.228
20240601B01,応札件数（電源属地別）[件],1,1,1,0,1,9,8,4,3,28
20240601B01,落札件数（電源属地別）[件],1,1,1,0,1,8,7,4,3,26
20240601B01,最高落札価格（電源属地別）[円/kW・30分],15,1.07,0.34,0,0.34,0.34,0.34,6.62,11.18,15
20240601B01,最低落札価格（電源属地別）[円/kW・30分],15,1.07,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240601B01,平均落札価格（電源属地別）[円/kW・30分],15,1.07,0.34,0,0.34,0.34,0.34,2.06,9.39,1.52
20240601B01,最高落札価格（TSO別）[円/kW・30分],15,1.07,0.34,0,0.34,0.34,0.34,6.62,11.18,15
20240601B01,最低落札価格（TSO別）[円/kW・30分],15,1.07,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240601B01,平均落札価格（TSO別）[円/kW・30分],15,1.07,0.34,0,0.34,0.34,0.34,2.06,7.88,1.52
20240601B01,落札量合計（TSO別）[MW],1,90,28.078,0,98,576.8,241.35,73,174,1282.228
20240601B01,（内訳）自エリアからの落札量[MW],1,90,28.078,0,98,576.8,241.35,73,145,1253.228
20240601B02,募集量（TSO別）[MW],80,267,126,121,33,153,95,36,152,1063
20240601B02,応札量合計（電源属地別）[MW],0,0,28.078,0,98,943.787,294.194,75,108,1547.059
20240601B02,落札量合計（電源属地別）[MW],0,0,28.078,0,98,527.644,270.35,75,108,1107.072
20240601B02,応札件数（電源属地別）[件],0,0,1,0,1,9,8,4,1,24
20240601B02,落札件数（電源属地別）[件],0,0,1,0,1,7,7,4,1,21
20240601B02,最高落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0.53,0.48,6.83,4.99,6.83
20240601B02,最低落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0.34,0.37,0.34,4.99,0.34
