H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202505,一次調整力,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250501B01,システム約定結果,募集量（TSO別）[MW],111,192,591,129,92,354,230,49,231,1979
20250501B01,システム約定結果,応札量合計（電源属地別）[MW],248.79,53.176,0,0,25,69.359,162.759,11,84.029,654.113
20250501B01,システム約定結果,落札量合計（電源属地別）[MW],114.5,53.176,0,0,25,69.359,162.759,11,84.029,519.823
20250501B01,システム約定結果,応札件数（電源属地別）[件],6,4,0,0,1,4,6,1,8,30
20250501B01,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,1,4,6,1,8,27
20250501B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1.61,3.61,0,0,1.01,7.73,0.56,1.19,19.51,19.51
20250501B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.32,1.29,0,0,1.01,0.36,0.36,1.19,0.36,0.36
20250501B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.41,2.6,0,0,1.01,0.61,0.48,1.19,2.31,1.25
20250501B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],1.61,3.61,0,0,1.01,7.73,0.56,1.19,19.51,19.51
20250501B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.32,1.29,0,0,0.56,0.36,0.36,0.56,0.36,0.36
20250501B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],1.41,2.6,0,0,0.96,0.61,0.46,0.74,2.14,1.25
20250501B01,システム約定結果,落札量合計（TSO別）[MW],114.5,53.176,0,0,28.081,69.359,123.678,39,92.029,519.823
20250501B01,システム約定結果,（内訳）自エリアからの落札量[MW],114.5,53.176,0,0,25,69.359,123.678,11,84.029,480.742
20250501B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250501B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250501B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
