H,電力需給調整力取引所取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,確報値,20210702,20210701,三次調整力2,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,システム約定結果,募集量（TSO別）[MW],8,27,0,17,0,0,0,2,0,54
B01,システム約定結果,応札量合計（電源属地別）[MW],329.79,54,380.168,108,0,600,148.342,54,54,1728.3
B01,システム約定結果,落札量合計（電源属地別）[MW],6.4,0,0,0,0,0,0,18,29.6,54
B01,システム約定結果,最高落札価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0,0.25,0.25
B01,システム約定結果,最低落札価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0,0.25,0.25
B01,システム約定結果,平均落札価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0,0.25,0.25
B01,システム約定結果,落札量合計（TSO別）[MW],8,27,0,17,0,0,0,2,0,54
B01,システム約定結果,（内訳）自エリアからの落札量[MW],6.4,0,0,0,0,0,0,2,0,8.4
B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B01,合計（確報値）,募集量（TSO別）[MW],8,27,0,17,0,0,0,2,0,54
B01,合計（確報値）,応札量合計（電源属地別）[MW],329.79,54,380.168,108,0,600,148.342,54,54,1728.3
B01,合計（確報値）,約定量合計（電源属地別）[MW],6.4,0,0,0,0,0,0,18,29.6,54
B01,合計（確報値）,最高約定価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0,0.25,0.25
B01,合計（確報値）,最低約定価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0,0.25,0.25
B01,合計（確報値）,平均約定価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0,0.25,0.25
B01,合計（確報値）,約定量合計（TSO別）[MW],8,27,0,17,0,0,0,2,0,54
B01,合計（確報値）,（内訳）自エリアからの約定量[MW],6.4,0,0,0,0,0,0,2,0,8.4
B02,システム約定結果,募集量（TSO別）[MW],15,0,72,65,0,51,58,18,72,351
B02,システム約定結果,応札量合計（電源属地別）[MW],329.79,351,852.602,409,0,2116.844,164.758,338,351,4912.994
B02,システム約定結果,落札量合計（電源属地別）[MW],15,0,0,0,0,0,58,53,225,351
B02,システム約定結果,最高落札価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0.2,0.25,0.25
B02,システム約定結果,最低落札価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0.2,0.25,0.03
B02,システム約定結果,平均落札価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0.2,0.25,0.18
B02,システム約定結果,落札量合計（TSO別）[MW],15,0,72,65,0,51,58,18,72,351
B02,システム約定結果,（内訳）自エリアからの落札量[MW],15,0,0,0,0,0,58,18,72,163
B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B02,合計（確報値）,募集量（TSO別）[MW],15,0,72,65,0,51,58,18,72,351
B02,合計（確報値）,応札量合計（電源属地別）[MW],329.79,351,852.602,409,0,2116.844,164.758,338,351,4912.994
B02,合計（確報値）,約定量合計（電源属地別）[MW],15,0,0,0,0,0,58,53,225,351
B02,合計（確報値）,最高約定価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0.2,0.25,0.25
B02,合計（確報値）,最低約定価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0.2,0.25,0.03
B02,合計（確報値）,平均約定価格（電源属地別）[円/kW],0.4,0,0,0,0,0,0.2,0.25,0.18
B02,合計（確報値）,約定量合計（TSO別）[MW],15,0,72,65,0,51,58,18,72,351
B02,合計（確報値）,（内訳）自エリアからの約定量[MW],15,0,0,0,0,0,58,18,72,163
B03,システム約定結果,募集量（TSO別）[MW],29,958,516,644,57,285,580,313,487,3869
B03,システム約定結果,応札量合計（電源属地別）[MW],330.79,35,2157.506,1093.666,0,1391.457,609.475,327,687,6631.894
B03,システム約定結果,落札量合計（電源属地別）[MW],179,19,1305,362.531,0,658.381,391.388,327,626.7,3869
B03,システム約定結果,最高落札価格（電源属地別）[円/kW],0.4,0.4,0.41,0.8,0,4.1,0.2,1.4,3.11
B03,システム約定結果,最低落札価格（電源属地別）[円/kW],0.4,0.4,0.41,0.51,0,0.71,0.2,0.03,0.49
B03,システム約定結果,平均落札価格（電源属地別）[円/kW],0.4,0.4,0.41,0.68,0,3.21,0.2,1.08,2.72
B03,システム約定結果,落札量合計（TSO別）[MW],29,958,516,644,57,285,580,313,487,3869
B03,システム約定結果,（内訳）自エリアからの落札量[MW],29,19,516,362.531,0,285,391.388,313,487,2402.919
B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B03,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B03,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B03,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B03,合計（確報値）,募集量（TSO別）[MW],29,958,516,644,57,285,580,313,487,3869
