H,電力需給調整力取引所取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,確報値,20210926,20210925,三次調整力2,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,システム約定結果,募集量（TSO別）[MW],0,0,0,13,0,0,0,0,2,15
B01,システム約定結果,応札量合計（電源属地別）[MW],115.42,15,695.882,156,11,416,80.19,15,5,1509.492
B01,システム約定結果,落札量合計（電源属地別）[MW],15,0,0,0,0,0,0,0,0,15
B01,システム約定結果,最高落札価格（電源属地別）[円/kW],0.04,0,0,0,0,0,0,0,0
B01,システム約定結果,最低落札価格（電源属地別）[円/kW],0.04,0,0,0,0,0,0,0,0
B01,システム約定結果,平均落札価格（電源属地別）[円/kW],0.04,0,0,0,0,0,0,0,0
B01,システム約定結果,落札量合計（TSO別）[MW],0,0,0,13,0,0,0,0,2,15
B01,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B01,合計（確報値）,募集量（TSO別）[MW],0,0,0,13,0,0,0,0,2,15
B01,合計（確報値）,応札量合計（電源属地別）[MW],115.42,15,695.882,156,11,416,80.19,15,5,1509.492
B01,合計（確報値）,約定量合計（電源属地別）[MW],15,0,0,0,0,0,0,0,0,15
B01,合計（確報値）,最高約定価格（電源属地別）[円/kW],0.04,0,0,0,0,0,0,0,0
B01,合計（確報値）,最低約定価格（電源属地別）[円/kW],0.04,0,0,0,0,0,0,0,0
B01,合計（確報値）,平均約定価格（電源属地別）[円/kW],0.04,0,0,0,0,0,0,0,0
B01,合計（確報値）,約定量合計（TSO別）[MW],0,0,0,13,0,0,0,0,2,15
B01,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B02,システム約定結果,募集量（TSO別）[MW],55,36,0,20,11,0,0,131,0,253
B02,システム約定結果,応札量合計（電源属地別）[MW],64.74,253,631.576,408,41,1232,80.19,261,0,2971.506
B02,システム約定結果,落札量合計（電源属地別）[MW],55,0,0,0,0,0,80.19,117.81,0,253
B02,システム約定結果,最高落札価格（電源属地別）[円/kW],10.28,0,0,0,0,0,0.22,0.36,0
B02,システム約定結果,最低落札価格（電源属地別）[円/kW],10.28,0,0,0,0,0,0.22,0.36,0
B02,システム約定結果,平均落札価格（電源属地別）[円/kW],10.28,0,0,0,0,0,0.22,0.36,0
B02,システム約定結果,落札量合計（TSO別）[MW],55,36,0,20,11,0,0,131,0,253
B02,システム約定結果,（内訳）自エリアからの落札量[MW],55,0,0,0,0,0,0,117.81,0,172.81
B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B02,合計（確報値）,募集量（TSO別）[MW],55,36,0,20,11,0,0,131,0,253
B02,合計（確報値）,応札量合計（電源属地別）[MW],86.21,253,631.576,408,41,1232,80.19,261,0,2992.976
B02,合計（確報値）,約定量合計（電源属地別）[MW],55,0,0,0,0,0,80.19,117.81,0,253
B02,合計（確報値）,最高約定価格（電源属地別）[円/kW],10.28,0,0,0,0,0,0.22,0.36,0
B02,合計（確報値）,最低約定価格（電源属地別）[円/kW],10.28,0,0,0,0,0,0.22,0.36,0
B02,合計（確報値）,平均約定価格（電源属地別）[円/kW],10.28,0,0,0,0,0,0.22,0.36,0
B02,合計（確報値）,約定量合計（TSO別）[MW],55,36,0,20,11,0,0,131,0,253
B02,合計（確報値）,（内訳）自エリアからの約定量[MW],55,0,0,0,0,0,0,117.81,0,172.81
B03,システム約定結果,募集量（TSO別）[MW],57,453,1123,511,74,298,236,269,789,3810
B03,システム約定結果,応札量合計（電源属地別）[MW],165.58,1248,2515.999,1278.37,214,1901.244,316.19,420,789,8848.383
B03,システム約定結果,落札量合計（電源属地別）[MW],105.7,318,1883.289,0,0,163,316.19,269,754.821,3810
B03,システム約定結果,最高落札価格（電源属地別）[円/kW],0.28,0.41,0.41,0,0,0.42,0.22,0.4,0.65
B03,システム約定結果,最低落札価格（電源属地別）[円/kW],0.04,0.4,0.41,0,0,0.42,0.2,0.03,0.13
B03,システム約定結果,平均落札価格（電源属地別）[円/kW],0.12,0.41,0.41,0,0,0.42,0.21,0.32,0.37
B03,システム約定結果,落札量合計（TSO別）[MW],57,453,1123,511,74,298,236,269,789,3810
B03,システム約定結果,（内訳）自エリアからの落札量[MW],57,318,1123,0,0,163,236,269,754.821,2920.821
