H,電力需給調整力取引所取引結果,対象年月日,取引年月日,商品区分,ブロック数
P,確報値,20211023,20211022,三次調整力2,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
B01,システム約定結果,募集量（TSO別）[MW],0,0,0,17,4,0,41,77,0,139
B01,システム約定結果,応札量合計（電源属地別）[MW],273.47,139,12.478,405.5,0,218,168.583,149,0,1366.031
B01,システム約定結果,落札量合計（電源属地別）[MW],0,0,0,139,0,0,0,0,0,139
B01,システム約定結果,最高落札価格（電源属地別）[円/kW],0,0,0,0.02,0,0,0,0,0
B01,システム約定結果,最低落札価格（電源属地別）[円/kW],0,0,0,0.02,0,0,0,0,0
B01,システム約定結果,平均落札価格（電源属地別）[円/kW],0,0,0,0.02,0,0,0,0,0
B01,システム約定結果,落札量合計（TSO別）[MW],0,0,0,17,4,0,41,77,0,139
B01,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,0,17,0,0,0,0,0,17
B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B01,合計（確報値）,募集量（TSO別）[MW],0,0,0,17,4,0,41,77,0,139
B01,合計（確報値）,応札量合計（電源属地別）[MW],273.47,139,12.478,405.5,0,218,168.583,149,0,1366.031
B01,合計（確報値）,約定量合計（電源属地別）[MW],0,0,0,139,0,0,0,0,0,139
B01,合計（確報値）,最高約定価格（電源属地別）[円/kW],0,0,0,0.02,0,0,0,0,0
B01,合計（確報値）,最低約定価格（電源属地別）[円/kW],0,0,0,0.02,0,0,0,0,0
B01,合計（確報値）,平均約定価格（電源属地別）[円/kW],0,0,0,0.02,0,0,0,0,0
B01,合計（確報値）,約定量合計（TSO別）[MW],0,0,0,17,4,0,41,77,0,139
B01,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,0,17,0,0,0,0,0,17
B02,システム約定結果,募集量（TSO別）[MW],14,0,0,20,0,0,7,56,0,97
B02,システム約定結果,応札量合計（電源属地別）[MW],229.91,97,345.846,392.5,0,1760,68.615,54,0,2947.871
B02,システム約定結果,落札量合計（電源属地別）[MW],14,0,0,29,0,0,0,54,0,97
B02,システム約定結果,最高落札価格（電源属地別）[円/kW],3.03,0,0,0.36,0,0,0,0.03,0
B02,システム約定結果,最低落札価格（電源属地別）[円/kW],3.03,0,0,0.36,0,0,0,0.03,0
B02,システム約定結果,平均落札価格（電源属地別）[円/kW],3.03,0,0,0.36,0,0,0,0.03,0
B02,システム約定結果,落札量合計（TSO別）[MW],14,0,0,20,0,0,7,56,0,97
B02,システム約定結果,（内訳）自エリアからの落札量[MW],14,0,0,20,0,0,0,54,0,88
B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B02,合計（確報値）,募集量（TSO別）[MW],14,0,0,20,0,0,7,56,0,97
B02,合計（確報値）,応札量合計（電源属地別）[MW],243.91,97,345.846,392.5,0,1760,68.615,54,0,2961.871
B02,合計（確報値）,約定量合計（電源属地別）[MW],14,0,0,29,0,0,0,54,0,97
B02,合計（確報値）,最高約定価格（電源属地別）[円/kW],3.03,0,0,0.36,0,0,0,0.03,0
B02,合計（確報値）,最低約定価格（電源属地別）[円/kW],3.03,0,0,0.36,0,0,0,0.03,0
B02,合計（確報値）,平均約定価格（電源属地別）[円/kW],3.03,0,0,0.36,0,0,0,0.03,0
B02,合計（確報値）,約定量合計（TSO別）[MW],14,0,0,20,0,0,7,56,0,97
B02,合計（確報値）,（内訳）自エリアからの約定量[MW],14,0,0,20,0,0,0,54,0,88
B03,システム約定結果,募集量（TSO別）[MW],240,579,496,902,16,108,189,0,577,3107
B03,システム約定結果,応札量合計（電源属地別）[MW],279.12,664,495.998,1494.555,15,897,315.66,183,577,4921.333
B03,システム約定結果,落札量合計（電源属地別）[MW],240,551,495.998,248.5,0,815.184,179.318,0,577,3107
B03,システム約定結果,最高落札価格（電源属地別）[円/kW],13.96,6.11,0.67,0.02,0,6.77,2.7,0,2.39
B03,システム約定結果,最低落札価格（電源属地別）[円/kW],13.96,1.35,0.41,0.02,0,2.84,2.7,0,0.9
B03,システム約定結果,平均落札価格（電源属地別）[円/kW],13.96,3.63,0.42,0.02,0,5.32,2.7,0,1.59
B03,システム約定結果,落札量合計（TSO別）[MW],240,579,496,902,16,108,189,0,577,3107
B03,システム約定結果,（内訳）自エリアからの落札量[MW],240,551,495.998,248.5,0,108,179.318,0,577,2399.816
B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
B03,追加調達結果,最高約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B03,追加調達結果,最低約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B03,追加調達結果,平均約定価格（電源属地別）[円/kW],0,0,0,0,0,0,0,0,0
B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
B03,合計（確報値）,募集量（TSO別）[MW],240,579,496,902,16,108,189,0,577,3107
B03,合計（確報値）,応札量合計（電源属地別）[MW],279.12,664,495.998,1494.555,15,897,315.66,183,577,4921.333
B03,合計（確報値）,約定量合計（電源属地別）[MW],240,551,495.998,248.5,0,815.184,179.318,0,577,3107
B03,合計（確報値）,最高約定価格（電源属地別）[円/kW],13.96,6.11,0.67,0.02,0,6.77,2.7,0,2.39
B03,合計（確報値）,最低約定価格（電源属地別）[円/kW],13.96,1.35,0.41,0.02,0,2.84,2.7,0,0.9
B03,合計（確報値）,平均約定価格（電源属地別）[円/kW],13.96,3.63,0.42,0.02,0,5.32,2.7,0,1.59
B03,合計（確報値）,約定量合計（TSO別）[MW],240,579,496,902,16,108,189,0,577,3107
B03,合計（確報値）,（内訳）自エリアからの約定量[MW],240,551,495.998,248.5,0,108,179.318,0,577,2399.816
B04,システム約定結果,募集量（TSO別）[MW],318,872,579,545,28,1471,35,568,493,4909
B04,システム約定結果,応札量合計（電源属地別）[MW],394.19,947,629.732,378,28,2071,184.561,591,493,5716.483
B04,システム約定結果,落札量合計（電源属地別）[MW],319.268,820,629.732,0,28,1858,184.561,576.439,493,4909
B04,システム約定結果,最高落札価格（電源属地別）[円/kW],14.7,8.77,0.67,0,0.18,8.05,1.08,11.2,1.23
B04,システム約定結果,最低落札価格（電源属地別）[円/kW],0.05,1.35,0.67,0,0.18,0.52,0.2,0.02,0.36
