H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202412,二次調整力1,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20241201B01,システム約定結果,募集量（TSO別）[MW],122,271,809,198,28,467,255,82,283,2515
20241201B01,システム約定結果,応札量合計（電源属地別）[MW],253,60,0,0,96,276,119.364,30,287,1121.364
20241201B01,システム約定結果,落札量合計（電源属地別）[MW],195,60,0,0,87,276,119.364,30,287,1054.364
20241201B01,システム約定結果,応札件数（電源属地別）[件],3,2,0,0,1,4,5,2,4,21
20241201B01,システム約定結果,落札件数（電源属地別）[件],3,2,0,0,1,4,5,2,4,21
20241201B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],9.19,6.79,0,0,0.34,5.6,1.81,1.12,5.85,9.19
20241201B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],5.23,2.65,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20241201B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],6.89,5.41,0,0,0.34,4.29,0.92,0.73,1.95,3.39
20241201B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],9.19,6.79,0,0,0.34,5.6,1.81,1.12,5.85,9.19
20241201B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],5.23,2.65,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20241201B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],6.89,5.41,0,0,0.34,4.29,0.92,0.73,1.95,3.39
20241201B01,システム約定結果,落札量合計（TSO別）[MW],195,60,0,0,87,276,119.364,30,287,1054.364
20241201B01,システム約定結果,（内訳）自エリアからの落札量[MW],195,60,0,0,87,276,119.364,30,287,1054.364
20241201B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20241201B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20241201B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20241201B01,合計（確報値）,募集量（TSO別）[MW],122,271,809,198,28,467,255,82,283,2515
20241201B01,合計（確報値）,応札量合計（電源属地別）[MW],253,60,0,0,96,276,119.364,30,287,1121.364
20241201B01,合計（確報値）,約定量合計（電源属地別）[MW],195,60,0,0,87,276,119.364,30,287,1054.364
20241201B01,合計（確報値）,応札件数（電源属地別）[件],3,2,0,0,1,4,5,2,4,21
20241201B01,合計（確報値）,約定件数（電源属地別）[件],3,2,0,0,1,4,5,2,4,21
20241201B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],9.19,6.79,0,0,0.34,5.6,1.81,1.12,5.85,9.19
20241201B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],5.23,2.65,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20241201B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],6.89,5.41,0,0,0.34,4.29,0.92,0.73,1.95,3.39
20241201B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],9.19,6.79,0,0,0.34,5.6,1.81,1.12,5.85,9.19
20241201B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],5.23,2.65,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20241201B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],6.89,5.41,0,0,0.34,4.29,0.92,0.73,1.95,3.39
20241201B01,合計（確報値）,約定量合計（TSO別）[MW],195,60,0,0,87,276,119.364,30,287,1054.364
20241201B01,合計（確報値）,（内訳）自エリアからの約定量[MW],195,60,0,0,87,276,119.364,30,287,1054.364
20241201B02,システム約定結果,募集量（TSO別）[MW],116,280,803,199,26,468,250,86,296,2524
20241201B02,システム約定結果,応札量合計（電源属地別）[MW],247,60,0,0,86,276,119.364,30,325,1143.364
20241201B02,システム約定結果,落札量合計（電源属地別）[MW],209,60,0,0,81,276,119.364,30,316,1091.364
20241201B02,システム約定結果,応札件数（電源属地別）[件],3,2,0,0,1,4,5,2,4,21
20241201B02,システム約定結果,落札件数（電源属地別）[件],3,2,0,0,1,4,5,2,4,21
