H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202406,複合商品,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240601B01,システム約定結果,募集量（TSO別）[MW],253,461,1332,693,120,729,331,106,451,4476
20240601B01,システム約定結果,応札量合計（電源属地別）[MW],281.95,170,28.078,0,246,1068.891,397.735,92,145,2429.654
20240601B01,システム約定結果,落札量合計（電源属地別）[MW],281.95,170,28.078,0,246,576.8,326.2,92,145,1866.028
20240601B01,システム約定結果,応札件数（電源属地別）[件],4,1,1,0,1,9,8,4,3,31
20240601B01,システム約定結果,落札件数（電源属地別）[件],4,1,1,0,1,8,7,4,3,29
20240601B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],19.51,1.07,0.34,0,0.34,0.34,0.34,6.62,11.18,19.51
20240601B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.36,1.07,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240601B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],7.07,1.07,0.34,0,0.34,0.34,0.34,1.91,9.39,2.2
20240601B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],19.51,1.07,0.34,0,0.34,0.34,1.3,6.62,11.18,19.51
20240601B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.36,1.07,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240601B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],7.07,1.07,0.34,0,0.34,0.34,0.34,1.9,4.35,2.2
20240601B01,システム約定結果,落札量合計（TSO別）[MW],281.95,170,28.078,0,120,591,256,92,327,1866.028
20240601B01,システム約定結果,（内訳）自エリアからの落札量[MW],281.95,170,28.078,0,120,576.8,255,91,145,1667.828
20240601B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240601B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20240601B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20240601B01,合計（確報値）,募集量（TSO別）[MW],253,461,1332,693,120,729,331,106,451,4476
20240601B01,合計（確報値）,応札量合計（電源属地別）[MW],281.95,340,28.078,0,246,1068.891,397.735,92,145,2599.654
20240601B01,合計（確報値）,約定量合計（電源属地別）[MW],281.95,170,28.078,0,246,576.8,326.2,92,145,1866.028
20240601B01,合計（確報値）,応札件数（電源属地別）[件],4,6,1,0,1,9,8,4,3,36
20240601B01,合計（確報値）,約定件数（電源属地別）[件],4,5,1,0,1,8,7,4,3,33
