H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202407,一次調整力,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240701B01,システム約定結果,募集量（TSO別）[MW],98,258,933,469,110,546,302,84,329,3129
20240701B01,システム約定結果,応札量合計（電源属地別）[MW],153.2,48,29.094,0,49,71.7,126.918,84,7,568.912
20240701B01,システム約定結果,落札量合計（電源属地別）[MW],111.8,48,29.094,0,49,71.7,126.918,84,7,527.512
20240701B01,システム約定結果,応札件数（電源属地別）[件],5,3,1,0,1,3,3,5,2,23
20240701B01,システム約定結果,落札件数（電源属地別）[件],4,3,1,0,1,3,3,5,2,22
20240701B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],19.5,3.63,0.34,0,0.34,0.34,1.06,4.69,7.74,19.5
20240701B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.21,1.19,0.34,0,0.34,0.34,0.34,1.08,0.34,0.34
20240701B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.78,2.7,0.34,0,0.34,0.34,0.9,1.98,4.57,1.95
20240701B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],19.5,3.63,0.34,0,0.34,0.34,1.38,4.69,7.74,19.5
20240701B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.21,1.19,0.34,0,0.34,0.34,0.34,1.08,0.34,0.34
20240701B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.78,2.7,0.34,0,0.34,0.34,0.94,2.09,4.57,1.95
20240701B01,システム約定結果,落札量合計（TSO別）[MW],111.8,48,29.094,0,49,71.7,139.918,71,7,527.512
20240701B01,システム約定結果,（内訳）自エリアからの落札量[MW],111.8,48,29.094,0,49,71.7,126.918,71,7,514.512
20240701B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240701B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20240701B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20240701B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20240701B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20240701B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240701B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240701B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240701B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
