H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202506,二次調整力1,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250601B01,システム約定結果,募集量（TSO別）[MW],96,168,530,158,59,288,169,45,197,1710
20250601B01,システム約定結果,応札量合計（電源属地別）[MW],186,68,0,0,71,322.489,143.855,30,221,1042.344
20250601B01,システム約定結果,落札量合計（電源属地別）[MW],186,68,0,0,59,322.489,143.855,30,221,1030.344
20250601B01,システム約定結果,応札件数（電源属地別）[件],3,3,0,0,1,5,5,2,4,23
20250601B01,システム約定結果,落札件数（電源属地別）[件],3,3,0,0,1,5,5,2,4,23
20250601B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],7.45,4.7,0,0,0.35,10.4,0.52,2.57,0.39,10.4
20250601B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.69,3.68,0,0,0.35,0.36,0.36,1.83,0.36,0.35
20250601B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.82,4.19,0,0,0.35,6.1,0.41,2.2,0.36,3.09
20250601B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],7.45,4.7,0,0,0.35,10.4,0.52,2.57,0.39,10.4
20250601B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.69,3.68,0,0,0.35,0.36,0.36,1.83,0.36,0.35
20250601B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.82,4.19,0,0,0.35,6.1,0.41,2.2,0.36,3.09
20250601B01,システム約定結果,落札量合計（TSO別）[MW],186,68,0,0,59,322.489,143.855,30,221,1030.344
20250601B01,システム約定結果,（内訳）自エリアからの落札量[MW],186,68,0,0,59,322.489,143.855,30,221,1030.344
20250601B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250601B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250601B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250601B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250601B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250601B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250601B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250601B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250601B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
